,trip_id,arrival_time,departure_time,stop_sequence,trip_headsign,direction_id,route_id,wheelchair_accessible,bikes_allowed,stop_lat,stop_lon,stop_name,is_express
116314,2961013_2500,05:47:38,05:47:38,36,20 Springdale NB,0,20,1,1,30.286817,-97.702734,3219 Manor/Tillery,False
384702,2964473_8081,05:47:38,05:47:38,22,322 RBJ Center SB,0,322,1,1,30.257258,-97.724661,102 Chicon/Cesar Chavez,False
411728,2965412_9025,05:47:38,05:47:38,51,333 Thaxton EB,1,333,1,1,30.154079,-97.736716,8208 Alum Rock/Broad Brook,False
495556,2966636_11309,05:47:42,05:47:42,21,383 North Lamar Transit Center SB,1,383,1,1,30.429237,-97.760501,12574 Research/Jollyville,False
646561,2972724_19519,05:47:49,05:47:49,21,800 Mueller NB,0,800,1,1,30.296343,-97.700088,Simond NB (Berkman/Simond),True
45106,2959874_0596,05:47:50,05:47:50,49,10 Norwood Transit Center NB,1,10,1,1,30.298741,-97.722544,3923 Red River/40th,False
676135,2973210_20605,05:47:54,05:47:54,27,801 Southpark Meadows SB,1,801,1,1,30.204553,-97.775064,Stassney SB Rapid,True
368290,2964269_7570,05:47:56,05:47:56,43,318 Thaxton EB,0,318,1,1,30.157548,-97.742243,8022 Thaxton/Running Water,False
503358,2966980_11553,05:47:58,05:47:58,20,392 Kramer Station WB,1,392,1,1,30.391553,-97.706104,1900 Braker/Metric,False
541935,2968288_13272,05:47:58,05:47:58,42,5 Tannehill EB,0,5,1,1,30.272878,-97.725052,1321 12th/Angelina,False
73870,2960529_1079,05:47:59,05:47:59,11,18 Springdale EB,0,18,1,1,30.279262,-97.733535,M L King/Trinity (Midblock),False
299978,2963048_6139,05:48:00,05:48:00,39,300 Crestview Station NB,1,300,1,1,30.264596,-97.696074,961 Springdale/Govalle,False
352240,2963741_7044,05:48:00,05:48:00,39,311 ACC RIVERSIDE EB,1,311,1,1,30.23618,-97.703723,ACC Riverside  @ Grove,False
391131,2964709_8321,05:48:00,05:48:00,9,323 Norwood Transit Center EB,1,323,1,1,30.340372,-97.691159,Norwood Transit Center - F,False
192900,2962625_4813,05:48:06,05:48:06,48,3 Arboretum NB,1,3,1,1,30.277383,-97.741894,Lavaca/15th,False
500785,2966948_11454,05:48:08,05:48:08,21,392 Tech Ridge Park & Ride EB,0,392,1,1,30.398734,-97.668725,Canyon Ridge/Yager,False
116315,2961013_2500,05:48:11,05:48:11,37,20 Springdale NB,0,20,1,1,30.288022,-97.700453,3504 Manor/Greenwood,False
489483,2966590_11169,05:48:18,05:48:18,36,383 Lakeline Station NB,0,383,1,1,30.452086,-97.802828,12103 Millwright/Old Stage Trail,False
14191,2959677_0191,05:48:19,05:48:19,56,1 Tech Ridge Park & Ride NB,1,1,1,1,30.350957,-97.708703,8223 Lamar/Powell/NB,False
676136,2973210_20605,05:48:23,05:48:23,28,801 Southpark Meadows SB,1,801,1,1,30.202521,-97.775659,Little Texas Station (SB),True
430886,2965896_9658,05:48:26,05:48:26,20,337 Decker EB,1,337,1,1,30.32551,-97.70152,1017 Camino La Costa/La Posada,False
416526,2965348_9129,05:48:29,05:48:29,24,333 Brush Country WB,0,333,1,1,30.200741,-97.79945,William Cannon/Woodhue,False
73871,2960529_1079,05:48:33,05:48:33,12,18 Springdale EB,0,18,1,1,30.278688,-97.731471,651 Martin Luther King Jr/Red River,False
396742,2964911_8623,05:48:36,05:48:36,19,324 Northcross WB,1,324,1,1,30.375732,-97.705971,10001 Mountain Quail/Oak Hollow,False
45107,2959874_0596,05:48:39,05:48:39,50,10 Norwood Transit Center NB,1,10,1,1,30.301232,-97.72155,4121 Red River/Park,False
411729,2965412_9025,05:48:39,05:48:39,52,333 Thaxton EB,1,333,1,1,30.155447,-97.74224,6501 Alum Rock/Fall Meadow,False
503359,2966980_11553,05:48:40,05:48:40,21,392 Kramer Station WB,1,392,1,1,30.39276,-97.70884,2100 Braker/Metric,False
182453,2962219_4366,05:48:48,05:48:48,4,243 Howard Station WB,0,243,1,1,30.438694,-97.65949,1114 Wells Branch/Drusillas,False
299979,2963048_6139,05:48:49,05:48:49,40,300 Crestview Station NB,1,300,1,1,30.267244,-97.694388,1017 Springdale/Goodwin,False
116316,2961013_2500,05:48:54,05:48:54,38,20 Springdale NB,0,20,1,1,30.289421,-97.697681,3607 Manor/Pershing,False
693732,2973578_21196,05:48:59,05:48:59,21,803 Domain NB,0,803,1,1,30.345183,-97.73755,Justin Station (NB),True
89879,2960833_1618,05:49:00,05:49:00,31,2 Springdale NB,1,2,1,1,30.273534,-97.691296,Oak Springs/Springdale,False
192901,2962625_4813,05:49:00,05:49:00,49,3 Arboretum NB,1,3,1,1,30.278834,-97.741358,1609 Lavaca/17th (Midblock),False
405421,2965075_8857,05:49:00,05:49:00,38,325 Norwood Transit Center SB,0,325,1,1,30.340396,-97.691019,Norwood Transit Center - C,False
411730,2965412_9025,05:49:00,05:49:00,53,333 Thaxton EB,1,333,1,1,30.157067,-97.743627,8213 Panadero/Thaxton,False
489484,2966590_11169,05:49:00,05:49:00,37,383 Lakeline Station NB,0,383,1,1,30.455338,-97.80375,12221 Millwright/Wendts Way,False
495557,2966636_11309,05:49:00,05:49:00,22,383 North Lamar Transit Center SB,1,383,1,1,30.426817,-97.757476,Pavilion Park and Ride,False
700117,2973660_21424,05:49:00,05:49:00,22,803 Westgate Transit Center SB,1,803,1,1,30.26007,-97.758952,Barton Springs Station (SB),True
653336,2973085_19827,05:49:09,05:49:09,20,801 Tech Ridge Park & Ride NB,0,801,1,1,30.314796,-97.732266,Triangle Station (NB),True
500786,2966948_11454,05:49:15,05:49:15,22,392 Tech Ridge Park & Ride EB,0,392,1,1,30.398589,-97.662869,12501 Tech Ridge/Canyon Ridge,False
430887,2965896_9658,05:49:17,05:49:17,21,337 Decker EB,1,337,1,1,30.324081,-97.698549,1101 Camino La Costa/La Posada,False
14192,2959677_0191,05:49:19,05:49:19,57,1 Tech Ridge Park & Ride NB,1,1,1,1,30.353121,-97.70573,8415 Lamar/Thurmond,False
384703,2964473_8081,05:49:20,05:49:20,23,322 RBJ Center SB,0,322,1,1,30.25422,-97.728132,1700 Holly/Chalmers,False
45108,2959874_0596,05:49:25,05:49:25,51,10 Norwood Transit Center NB,1,10,1,1,30.303319,-97.720483,4309 Red River/44th,False
717782,2974004_22086,05:49:30,05:49:30,21,837 Decker NB,1,837,1,1,30.299874,-97.647843,Johnny Morris NB (Loyola/Johnny Morris),True
73872,2960529_1079,05:49:33,05:49:33,13,18 Springdale EB,0,18,1,1,30.278682,-97.72723,1255 Martin Luther King/IH 35,False
116317,2961013_2500,05:49:37,05:49:37,39,20 Springdale NB,0,20,1,1,30.290077,-97.694633,Morris Williams Golf Course,False
489485,2966590_11169,05:49:38,05:49:38,38,383 Lakeline Station NB,0,383,1,1,30.457116,-97.803597,10621 Lake Creek/Millwright,False
368291,2964269_7570,05:49:46,05:49:46,44,318 Thaxton EB,0,318,1,1,30.154079,-97.736716,8208 Alum Rock/Broad Brook,False
500787,2966948_11454,05:49:58,05:49:58,23,392 Tech Ridge Park & Ride EB,0,392,1,1,30.399775,-97.65916,12601 Tech Ridge/Parmer,False
503360,2966980_11553,05:49:59,05:49:59,22,392 Kramer Station WB,1,392,1,1,30.391761,-97.713127,2236 Braker/Kramer,False
262334,2962835_5592,05:50:00,05:50:00,52,30 Westgate Transit Center SB,1,30,1,1,30.259308,-97.749759,400 S 1st/Riverside,False
372979,2964305_7672,05:50:00,05:50:00,40,318 Westgate Transit Center WB,1,318,1,1,30.231403,-97.790588,Westgate Transit Center - F,False
416527,2965348_9129,05:50:00,05:50:00,25,333 Brush Country WB,0,333,1,1,30.202551,-97.80479,1900 William Cannon/Cannonleague,False
417640,2965347_9161,05:50:00,05:50:00,50,333 Oak Hill WB,0,333,1,1,30.234966,-97.87694,Oak Hill Plaza,False
541936,2968288_13272,05:50:00,05:50:00,43,5 Tannehill EB,0,5,1,1,30.273472,-97.721367,1703 12th/Leona,False
725469,2974963_22448,05:50:00,05:50:00,1,985 Downtown/University of Texas SB,0,985,1,1,30.586407,-97.855296,Leander Station Bay D,False
396743,2964911_8623,05:50:03,05:50:03,20,324 Northcross WB,1,324,1,1,30.371326,-97.709486,9507 Mountain Quail/Rutland,False
430888,2965896_9658,05:50:05,05:50:05,22,337 Decker EB,1,337,1,1,30.324264,-97.695355,Camino La Costa/Atkinson,False
45109,2959874_0596,05:50:07,05:50:07,52,10 Norwood Transit Center NB,1,10,1,1,30.304397,-97.718869,915 45th/Red River,False
299980,2963048_6139,05:50:10,05:50:10,41,300 Crestview Station NB,1,300,1,1,30.27106,-97.69193,1053 Springdale/Prock,False
73873,2960529_1079,05:50:11,05:50:11,14,18 Springdale EB,0,18,1,1,30.279074,-97.724701,1509 Martin Luther King/Comal,False
541937,2968288_13272,05:50:15,05:50:15,44,5 Tannehill EB,0,5,1,1,30.273695,-97.720001,1819 12th/Chicon,False
182454,2962219_4366,05:50:16,05:50:16,5,243 Howard Station WB,0,243,1,1,30.441366,-97.665433,1426 Wells Branch/FM 1825,False
216851,2962570_5064,05:50:16,05:50:16,49,3 Southpark Meadows SB,0,3,1,1,30.265741,-97.752406,800 Cesar Chavez/West,False
262335,2962835_5592,05:50:22,05:50:22,53,30 Westgate Transit Center SB,1,30,1,1,30.258711,-97.750773,604 Barton Springs/1st,False
14193,2959677_0191,05:50:28,05:50:28,58,1 Tech Ridge Park & Ride NB,1,1,1,1,30.355674,-97.702242,Fairfield Station (NB),False
384704,2964473_8081,05:50:35,05:50:35,24,322 RBJ Center SB,0,322,1,1,30.254921,-97.730153,1600 Holly/Comal,False
430889,2965896_9658,05:50:36,05:50:36,23,337 Decker EB,1,337,1,1,30.323777,-97.693885,6822 Cameron/Camino La Costa,False
700118,2973660_21424,05:50:37,05:50:37,23,803 Westgate Transit Center SB,1,803,1,1,30.254493,-97.762566,Lamar Square Station (SB),True
601064,2972288_18799,05:50:43,05:50:43,38,7 Crestview Station NB,1,7,1,1,30.266689,-97.745863,Lavaca/4th,False
416528,2965348_9129,05:50:46,05:50:46,26,333 Brush Country WB,0,333,1,1,30.203522,-97.808472,William Cannon/Shier,False
489486,2966590_11169,05:50:47,05:50:47,39,383 Lakeline Station NB,0,383,1,1,30.458877,-97.799056,10505 Lake Creek/Hickory Stick,False
14194,2959677_0191,05:50:50,05:50:50,59,1 Tech Ridge Park & Ride NB,1,1,1,1,30.356405,-97.70124,8745 Lamar/Deen,False
245821,2962803_5379,05:50:51,05:50:51,28,30 NORTHCROSS NB,0,30,1,1,30.277383,-97.741894,Lavaca/15th,False
646562,2972724_19519,05:51:00,05:51:00,22,800 Mueller NB,0,800,1,1,30.302693,-97.699868,Barbara Jordan SB (Berkman/Barbara Jordan),True
676137,2973210_20605,05:51:00,05:51:00,29,801 Southpark Meadows SB,1,801,1,1,30.1924,-97.779234,Pleasant Hill Station (SB),True
693733,2973578_21196,05:51:00,05:51:00,22,803 Domain NB,0,803,1,1,30.353858,-97.732081,Northcross Station (NB),True
262336,2962835_5592,05:51:01,05:51:01,54,30 Westgate Transit Center SB,1,30,1,1,30.259787,-97.753879,910 Barton Springs/Bouldin,False
73874,2960529_1079,05:51:08,05:51:08,15,18 Springdale EB,0,18,1,1,30.279695,-97.721372,1813 Martin Luther King/Chicon,False
384705,2964473_8081,05:51:12,05:51:12,25,322 RBJ Center SB,0,322,1,1,30.255619,-97.732075,1400 Holly/Navasota,False
717783,2974004_22086,05:51:18,05:51:18,22,837 Decker NB,1,837,1,1,30.297576,-97.641351,Colony Park NB (Loyola/Cielo Vista),True
116318,2961013_2500,05:51:19,05:51:19,40,20 Springdale NB,0,20,1,1,30.292793,-97.689207,4601 Manor/Lovell,False
299981,2963048_6139,05:51:19,05:51:19,42,300 Crestview Station NB,1,300,1,1,30.274299,-97.689894,1107 Springdale/Ledesma,False
245822,2962803_5379,05:51:22,05:51:22,29,30 NORTHCROSS NB,0,30,1,1,30.278834,-97.741358,1609 Lavaca/17th (Midblock),False
368292,2964269_7570,05:51:22,05:51:22,45,318 Thaxton EB,0,318,1,1,30.155447,-97.74224,6501 Alum Rock/Fall Meadow,False
541938,2968288_13272,05:51:22,05:51:22,45,5 Tannehill EB,0,5,1,1,30.274488,-97.714983,2401 12th/Pleasant Valley,False
653337,2973085_19827,05:51:26,05:51:26,21,801 Tech Ridge Park & Ride NB,0,801,1,1,30.321317,-97.729114,North Loop East Rapid Station (NB),True
14195,2959677_0191,05:51:31,05:51:31,60,1 Tech Ridge Park & Ride NB,1,1,1,1,30.358138,-97.699627,8911 Lamar/Carpenter,False
489487,2966590_11169,05:51:32,05:51:32,40,383 Lakeline Station NB,0,383,1,1,30.46064,-97.79704,10409 Lake Creek/Mellow Meadows,False
422802,2965656_9299,05:51:35,05:51:35,9,335 Berkman EB,1,335,1,1,30.302273,-97.73745,467 38th/Guadalupe,False
495558,2966636_11309,05:51:44,05:51:44,23,383 North Lamar Transit Center SB,1,383,1,1,30.41999,-97.747572,11700 Research/Duval,False
541939,2968288_13272,05:51:53,05:51:53,46,5 Tannehill EB,0,5,1,1,30.274815,-97.712846,2601 12th/Cedar,False
500788,2966948_11454,05:51:59,05:51:59,24,392 Tech Ridge Park & Ride EB,0,392,1,1,30.405922,-97.663623,12801 McCallen/Parmer,False
368293,2964269_7570,05:52:00,05:52:00,46,318 Thaxton EB,0,318,1,1,30.157067,-97.743627,8213 Panadero/Thaxton,False
503361,2966980_11553,05:52:00,05:52:00,23,392 Kramer Station WB,1,392,1,1,30.391796,-97.721477,10701 Burnet/Braker Stadium Rapid (NB),False
14196,2959677_0191,05:52:05,05:52:05,61,1 Tech Ridge Park & Ride NB,1,1,1,1,30.360265,-97.698477,9037 Lamar/Cooper,False
430890,2965896_9658,05:52:05,05:52:05,24,337 Decker EB,1,337,1,1,30.319537,-97.697311,6116 Cameron/Glencrest,False
262337,2962835_5592,05:52:11,05:52:11,55,30 Westgate Transit Center SB,1,30,1,1,30.261152,-97.758921,1518 Barton Springs/Lamar,False
216852,2962570_5064,05:52:13,05:52:13,50,3 Southpark Meadows SB,0,3,1,1,30.267402,-97.756576,B R Reynolds/Lamar,False
416529,2965348_9129,05:52:13,05:52:13,27,333 Brush Country WB,0,333,1,1,30.207075,-97.81479,2616 William Cannon/West Gate,False
299982,2963048_6139,05:52:26,05:52:26,43,300 Crestview Station NB,1,300,1,1,30.277096,-97.688064,1161 Springdale/Webberville,False
45110,2959874_0596,05:52:28,05:52:28,53,10 Norwood Transit Center NB,1,10,1,1,30.299909,-97.712142,4328 Airport/Crestwood,False
422803,2965656_9299,05:52:35,05:52:35,10,335 Berkman EB,1,335,1,1,30.300391,-97.733404,101 38th/Speedway,False
601065,2972288_18799,05:52:36,05:52:36,39,7 Crestview Station NB,1,7,1,1,30.269226,-97.743548,115 7Th/Colorado,False
192902,2962625_4813,05:52:39,05:52:39,50,3 Arboretum NB,1,3,1,1,30.285754,-97.74162,2231 Guadalupe/West Mall UT,False
116319,2961013_2500,05:52:46,05:52:46,41,20 Springdale NB,0,20,1,1,30.298344,-97.68687,51st/Manor NB (Manor/51st),False
182455,2962219_4366,05:52:48,05:52:48,6,243 Howard Station WB,0,243,1,1,30.43565,-97.675662,1800 Wells Branch/Wells Port,False
489488,2966590_11169,05:52:53,05:52:53,41,383 Lakeline Station NB,0,383,1,1,30.462312,-97.791684,10135 Lake Creek/US 183,False
416530,2965348_9129,05:52:54,05:52:54,28,333 Brush Country WB,0,333,1,1,30.20817,-97.817734,2810 William Cannon/Deaton Hill,False
396744,2964911_8623,05:52:55,05:52:55,21,324 Northcross WB,1,324,1,1,30.371705,-97.715859,9120 Northgate/Rundberg,False
541940,2968288_13272,05:52:57,05:52:57,47,5 Tannehill EB,0,5,1,1,30.275533,-97.708349,2863 12th/Alexander,False
262338,2962835_5592,05:52:58,05:52:58,56,30 Westgate Transit Center SB,1,30,1,1,30.262302,-97.76182,1612 Barton Springs/Kinney,False
495559,2966636_11309,05:52:59,05:52:59,24,383 North Lamar Transit Center SB,1,383,1,1,30.41492,-97.746612,11590 Research/Thunder Creek,False
14197,2959677_0191,05:53:00,05:53:00,62,1 Tech Ridge Park & Ride NB,1,1,1,1,30.362617,-97.697133,Rundberg Station (NB),False
653338,2973085_19827,05:53:00,05:53:00,22,801 Tech Ridge Park & Ride NB,0,801,1,1,30.326325,-97.725966,Brentwood Station (NB),True
503362,2966980_11553,05:53:13,05:53:13,24,392 Kramer Station WB,1,392,1,1,30.394612,-97.719265,2525 Kramer/Burnet,False
700119,2973660_21424,05:53:13,05:53:13,24,803 Westgate Transit Center SB,1,803,1,1,30.248028,-97.771756,Oltorf West Station (SB),True
693734,2973578_21196,05:53:15,05:53:15,23,803 Domain NB,0,803,1,1,30.363467,-97.728784,Ohlen Station (NB),True
500789,2966948_11454,05:53:16,05:53:16,25,392 Tech Ridge Park & Ride EB,0,392,1,1,30.411847,-97.663686,13201 McCallen/Parmer,False
430891,2965896_9658,05:53:27,05:53:27,25,337 Decker EB,1,337,1,1,30.316544,-97.697807,Briarcliff/Nassau,False
182456,2962219_4366,05:53:30,05:53:30,7,243 Howard Station WB,0,243,1,1,30.434837,-97.679157,1900 Wells Branch/Alex,False
422804,2965656_9299,05:53:31,05:53:31,11,335 Berkman EB,1,335,1,1,30.298511,-97.729686,416 38th/Duval,False
262339,2962835_5592,05:53:32,05:53:32,57,30 Westgate Transit Center SB,1,30,1,1,30.264094,-97.763929,1806 Barton Springs/Azie Morton,False
489489,2966590_11169,05:53:35,05:53:35,42,383 Lakeline Station NB,0,383,1,1,30.463646,-97.789238,Lake Creek/Hymeadow,False
116320,2961013_2500,05:53:38,05:53:38,42,20 Springdale NB,0,20,1,1,30.301198,-97.684791,Manor/Pecan Springs,False
384706,2964473_8081,05:53:43,05:53:43,26,322 RBJ Center SB,0,322,1,1,30.256066,-97.734469,58 Waller/Holly,False
299983,2963048_6139,05:53:49,05:53:49,44,300 Crestview Station NB,1,300,1,1,30.279924,-97.686346,1207 Springdale/12th,False
14198,2959677_0191,05:53:53,05:53:53,63,1 Tech Ridge Park & Ride NB,1,1,1,1,30.366232,-97.695082,9717 Lamar/Rutland,False
396745,2964911_8623,05:53:55,05:53:55,22,324 Northcross WB,1,324,1,1,30.369189,-97.715046,1729 Colony Creek/Northgate,False
45111,2959874_0596,05:53:58,05:53:58,54,10 Norwood Transit Center NB,1,10,1,1,30.297877,-97.707818,1719 Aldrich/Mueller,False
416531,2965348_9129,05:53:58,05:53:58,29,333 Brush Country WB,0,333,1,1,30.210329,-97.822279,3100 William Cannon/Ranch,False
503363,2966980_11553,05:54:00,05:54:00,25,392 Kramer Station WB,1,392,1,1,30.392965,-97.715786,2415 Kramer/Brockton,False
649950,2972780_19673,05:54:00,05:54:00,22,800 Slaughter SB,1,800,1,1,30.150224,-97.753916,Vertex (Slaughter/Vertex),True
541941,2968288_13272,05:54:11,05:54:11,48,5 Tannehill EB,0,5,1,1,30.276207,-97.70414,12th/Oak Grove,False
73878,2960529_1079,05:54:18,05:54:18,19,18 Springdale EB,0,18,1,1,30.281548,-97.709813,2833 Martin Luther King Jr/Alexander,False
430892,2965896_9658,05:54:25,05:54:25,26,337 Decker EB,1,337,1,1,30.314906,-97.694362,1503 Briarcliff/Belfast,False
14199,2959677_0191,05:54:26,05:54:26,64,1 Tech Ridge Park & Ride NB,1,1,1,1,30.368162,-97.693983,9813 Lamar/Longspur,False
396746,2964911_8623,05:54:31,05:54:31,23,324 Northcross WB,1,324,1,1,30.36748,-97.71512,9030 Galewood/Colony Creek,False
182457,2962219_4366,05:54:32,05:54:32,8,243 Howard Station WB,0,243,1,1,30.436623,-97.683609,2112 Wells Branch/Surrender,False
216853,2962570_5064,05:54:32,05:54:32,51,3 Southpark Meadows SB,0,3,1,1,30.2631,-97.757876,220 Lamar/Toomey,False
416532,2965348_9129,05:54:35,05:54:35,30,333 Brush Country WB,0,333,1,1,30.211536,-97.825217,William Cannon/Stage Coach,False
700120,2973660_21424,05:54:35,05:54:35,25,803 Westgate Transit Center SB,1,803,1,1,30.246766,-97.777874,Bluebonnet Station (SB),True
299984,2963048_6139,05:54:36,05:54:36,45,300 Crestview Station NB,1,300,1,1,30.282374,-97.684815,Springdale/Leslie,False
245823,2962803_5379,05:54:41,05:54:41,30,30 NORTHCROSS NB,0,30,1,1,30.285754,-97.74162,2231 Guadalupe/West Mall UT,False
262340,2962835_5592,05:54:43,05:54:43,58,30 Westgate Transit Center SB,1,30,1,1,30.266126,-97.768413,Barton Springs (Zilker Park),False
384707,2964473_8081,05:54:44,05:54:44,27,322 RBJ Center SB,0,322,1,1,30.252636,-97.733165,Health Center WB,False
116321,2961013_2500,05:54:48,05:54:48,43,20 Springdale NB,0,20,1,1,30.30476,-97.68108,Manor at Rogge NB (Manor/Rogge),False
489490,2966590_11169,05:54:54,05:54:54,43,383 Lakeline Station NB,0,383,1,1,30.467978,-97.787873,10007 Lake Creek/Pecan Park,False
396747,2964911_8623,05:54:56,05:54:56,24,324 Northcross WB,1,324,1,1,30.366009,-97.716055,8910 Galewood/Payton Gin,False
422805,2965656_9299,05:55:00,05:55:00,12,335 Berkman EB,1,335,1,1,30.296361,-97.723433,814 38th Half/Red River,False
430893,2965896_9658,05:55:00,05:55:00,27,337 Decker EB,1,337,1,1,30.313904,-97.692283,1701 Briarcliff/Berkman (Midblock),False
541942,2968288_13272,05:55:00,05:55:00,49,5 Tannehill EB,0,5,1,1,30.276731,-97.700547,3245 12th/Airport,False
601066,2972288_18799,05:55:00,05:55:00,40,7 Crestview Station NB,1,7,1,1,30.269216,-97.738446,8th Street NB (Trinity/8th),False
633838,2972221_19329,05:55:00,05:55:00,1,7 Willaim Cannon SB,0,7,1,1,30.328339,-97.716081,6402 Airport Blvd (Highland Mall),False
693735,2973578_21196,05:55:03,05:55:03,24,803 Domain NB,0,803,1,1,30.370976,-97.726817,Crossroads Station (NB),True
416533,2965348_9129,05:55:04,05:55:04,31,333 Brush Country WB,0,333,1,1,30.212637,-97.827439,3316 William Cannon/Lost Valley,False
495560,2966636_11309,05:55:08,05:55:08,25,383 North Lamar Transit Center SB,1,383,1,1,30.406858,-97.745727,11100 Research/Balcones Woods,False
192903,2962625_4813,05:55:09,05:55:09,51,3 Arboretum NB,1,3,1,1,30.29024,-97.74125,UT Dean Keeton Station (NB),False
676138,2973210_20605,05:55:10,05:55:10,30,801 Southpark Meadows SB,1,801,1,1,30.169621,-97.787869,Slaughter Station (SB),True
116322,2961013_2500,05:55:15,05:55:15,44,20 Springdale NB,0,20,1,1,30.30631,-97.680068,5819 Manor/Sweeney,False
182458,2962219_4366,05:55:17,05:55:17,9,243 Howard Station WB,0,243,1,1,30.439293,-97.68557,2300 Wells Branch/Merrilltown,False
45112,2959874_0596,05:55:21,05:55:21,55,10 Norwood Transit Center NB,1,10,1,1,30.301239,-97.70562,4804 Mueller/Philomena,False
14200,2959677_0191,05:55:29,05:55:29,65,1 Tech Ridge Park & Ride NB,1,1,1,1,30.372083,-97.691817,Masterson Station (NB),False
262341,2962835_5592,05:55:46,05:55:46,59,30 Westgate Transit Center SB,1,30,1,1,30.26825,-97.772634,2220 Barton Springs (Zilker),False
299985,2963048_6139,05:55:47,05:55:47,46,300 Crestview Station NB,1,300,1,1,30.28557,-97.68273,1819 Springdale/Martin Luther King,False
116323,2961013_2500,05:55:52,05:55:52,45,20 Springdale NB,0,20,1,1,30.307813,-97.6778,Manor/Wheless,False
541943,2968288_13272,05:55:57,05:55:57,50,5 Tannehill EB,0,5,1,1,30.277301,-97.697085,3403 12th/Greenwood,False
216854,2962570_5064,05:56:00,05:56:00,52,3 Southpark Meadows SB,0,3,1,1,30.26007,-97.758952,Barton Springs Station (SB),False
299986,2963048_6139,05:56:00,05:56:00,47,300 Crestview Station NB,1,300,1,1,30.286366,-97.682192,4311 Springdale/Martin Luther King,False
384708,2964473_8081,05:56:00,05:56:00,28,322 RBJ Center SB,0,322,1,1,30.253346,-97.735557,27 Waller/Flores,False
396748,2964911_8623,05:56:00,05:56:00,25,324 Northcross WB,1,324,1,1,30.36371,-97.71609,1624 Ohlen/Payton Gin,False
416534,2965348_9129,05:56:00,05:56:00,32,333 Brush Country WB,0,333,1,1,30.213001,-97.83105,7000 Brodie/Bannockburn,False
430894,2965896_9658,05:56:00,05:56:00,28,337 Decker EB,1,337,1,1,30.312416,-97.688646,1941 Gaston Place/Wellington,False
500790,2966948_11454,05:56:00,05:56:00,26,392 Tech Ridge Park & Ride EB,0,392,1,1,30.418296,-97.668868,Tech Ridge Bay G,False
14201,2959677_0191,05:56:03,05:56:03,66,1 Tech Ridge Park & Ride NB,1,1,1,1,30.374486,-97.690432,Lamar/Applegate,False
633839,2972221_19329,05:56:14,05:56:14,2,7 Willaim Cannon SB,0,7,1,1,30.323416,-97.71554,Airport at Clayton SB,False
45113,2959874_0596,05:56:24,05:56:24,56,10 Norwood Transit Center NB,1,10,1,1,30.303868,-97.703474,1509 Barbara Jordan/Mueller,False
182459,2962219_4366,05:56:28,05:56:28,10,243 Howard Station WB,0,243,1,1,30.441831,-97.690286,Wells Branch/Double File,False
601067,2972288_18799,05:56:34,05:56:34,41,7 Crestview Station NB,1,7,1,1,30.272709,-97.73715,Trinity/12th,False
192904,2962625_4813,05:56:35,05:56:35,52,3 Arboretum NB,1,3,1,1,30.293075,-97.741584,Guadalupe/27th,False
653339,2973085_19827,05:56:36,05:56:36,23,801 Tech Ridge Park & Ride NB,0,801,1,1,30.336889,-97.719305,Crestview Station (NB),True
422806,2965656_9299,05:56:37,05:56:37,13,335 Berkman EB,1,335,1,1,30.294337,-97.718708,1101 38th Half/Robinson,False
262342,2962835_5592,05:56:40,05:56:40,60,30 Westgate Transit Center SB,1,30,1,1,30.269505,-97.776342,Mopac/Nature Center,False
495561,2966636_11309,05:56:42,05:56:42,26,383 North Lamar Transit Center SB,1,383,1,1,30.400813,-97.74724,Braker/Research NW Corner,False
541944,2968288_13272,05:56:45,05:56:45,51,5 Tannehill EB,0,5,1,1,30.277722,-97.694402,3525 12th/E M Franklin,False
633840,2972221_19329,05:56:45,05:56:45,3,7 Willaim Cannon SB,0,7,1,1,30.321647,-97.71395,5789 Airport/Koenig,False
396749,2964911_8623,05:56:48,05:56:48,26,324 Northcross WB,1,324,1,1,30.362927,-97.71902,Ohlen/Research,False
700121,2973660_21424,05:56:50,05:56:50,26,803 Westgate Transit Center SB,1,803,1,1,30.241007,-97.786179,Broken Spoke Station (SB),True
299987,2963048_6139,05:56:51,05:56:51,48,300 Crestview Station NB,1,300,1,1,30.289398,-97.68025,4609 Springdale/Touchstone,False
182460,2962219_4366,05:56:52,05:56:52,11,243 Howard Station WB,0,243,1,1,30.441493,-97.692608,3000 Wells Branch/Tandem,False
245824,2962803_5379,05:56:58,05:56:58,31,30 NORTHCROSS NB,0,30,1,1,30.29024,-97.74125,UT Dean Keeton Station (NB),False
73881,2960529_1079,05:57:00,05:57:00,22,18 Springdale EB,0,18,1,1,30.283318,-97.698197,3431 Martin Luther King/Greenwood,False
175484,2961638_3779,05:57:00,05:57:00,1,214 Lago Vista WB,0,214,1,1,30.480422,-97.786505,Lakeline Station Bay I,False
676139,2973210_20605,05:57:00,05:57:00,31,801 Southpark Meadows SB,1,801,1,1,30.162883,-97.790317,Southpark Meadows Station,True
693736,2973578_21196,05:57:00,05:57:00,25,803 Domain NB,0,803,1,1,30.379497,-97.724857,Rutland Rapid Station (NB),True
717784,2974004_22086,05:57:00,05:57:00,23,837 Decker NB,1,837,1,1,30.291672,-97.628589,Decker (Loyola/Decker),True
725729,2975037_22468,05:57:00,05:57:00,3,990 Downtown/University of Texas WB,1,990,1,1,30.339694,-97.559124,201 W Carrie Manor/Lexington,False
